transaction_id,employee_id,employee_name,date,vendor,category,amount,manager_name,department,payment_method,location,synthetic_anomaly
TX000001,EMP004,Ishita,2026-01-30,CloudWorks,Software,20613.83,Manager A,Operations,Bank Transfer,Mumbai,False
TX000002,EMP005,Rohan,2026-07-25,OfficeMart,Software,17724.98,Manager A,Operations,UPI,Bengaluru,False
TX000003,EMP003,Kabir,2026-08-18,TravelDesk,Equipment,21267.53,Manager B,Operations,Bank Transfer,Bengaluru,False
TX000004,EMP003,Kabir,2026-01-05,OfficeMart,Equipment,15304.59,Manager B,Engineering,UPI,Mumbai,False
TX000005,EMP005,Rohan,2026-02-13,CloudWorks,Office,14550.45,Manager B,Engineering,UPI,Mumbai,False
TX000006,EMP002,Meera,2026-03-14,EquipHub,Software,14963.3,Manager B,Operations,Card,Varanasi,False
TX000007,EMP004,Ishita,2026-03-11,TechSupply,Equipment,21688.48,Manager B,Engineering,UPI,Delhi,False
TX000008,EMP001,Aarav,2026-02-20,TravelDesk,Travel,25517.78,Manager B,Engineering,Bank Transfer,Mumbai,False
TX000009,EMP002,Meera,2026-08-07,TravelDesk,Equipment,14859.59,Manager A,Operations,Card,Mumbai,False
TX000010,EMP005,Rohan,2026-08-23,TravelDesk,Travel,18733.54,Manager A,Operations,Bank Transfer,Delhi,False
TX000011,EMP001,Aarav,2026-06-23,EquipHub,Software,14735.73,Manager A,Operations,UPI,Delhi,False
TX000012,EMP005,Rohan,2026-06-19,TravelDesk,Software,22375.53,Manager B,Finance,Bank Transfer,Delhi,False
TX000013,EMP002,Meera,2026-04-12,CloudWorks,Software,32046.83,Manager B,Operations,Card,Varanasi,False
TX000014,EMP001,Aarav,2026-02-26,OfficeMart,Software,20402.5,Manager B,Engineering,UPI,Bengaluru,False
TX000015,EMP005,Rohan,2026-01-29,TravelDesk,Software,26414.91,Manager A,Engineering,Bank Transfer,Mumbai,False
TX000016,EMP002,Meera,2026-01-12,TechSupply,Equipment,21316.0,Manager B,Operations,Card,Varanasi,False
TX000017,EMP001,Aarav,2026-06-12,TechSupply,Travel,26443.25,Manager B,Engineering,Card,Varanasi,False
TX000018,EMP005,Rohan,2026-02-25,OfficeMart,Equipment,23655.52,Manager B,Engineering,Bank Transfer,Delhi,False
TX000019,EMP004,Ishita,2026-06-22,OfficeMart,Software,23209.4,Manager B,Operations,Bank Transfer,Bengaluru,False
TX000020,EMP002,Meera,2026-08-05,CloudWorks,Software,298554.91002677055,Manager B,Operations,Card,Bengaluru,True
TX000021,EMP002,Meera,2026-01-30,OfficeMart,Equipment,20792.0,Manager B,Operations,Bank Transfer,Mumbai,False
TX000022,EMP004,Ishita,2026-06-18,EquipHub,Office,12410.5,Manager A,Finance,UPI,Mumbai,False
TX000023,EMP002,Meera,2026-04-22,TechSupply,Travel,15185.72,Manager B,Operations,Card,Delhi,False
TX000024,EMP005,Rohan,2026-05-29,EquipHub,Equipment,27455.13,Manager B,Finance,Bank Transfer,Bengaluru,False
TX000025,EMP005,Rohan,2026-04-25,CloudWorks,Office,28794.22,Manager A,Finance,Bank Transfer,Mumbai,False
TX000026,EMP004,Ishita,2026-08-18,TechSupply,Equipment,20747.06,Manager B,Operations,Bank Transfer,Varanasi,False
TX000027,EMP001,Aarav,2026-02-15,OfficeMart,Software,23338.92,Manager A,Finance,UPI,Mumbai,False
TX000028,EMP003,Kabir,2026-07-28,EquipHub,Travel,21302.27,Manager B,Operations,Bank Transfer,Mumbai,False
TX000029,EMP004,Ishita,2026-08-27,TravelDesk,Software,30668.59,Manager A,Operations,Bank Transfer,Delhi,False
TX000030,EMP004,Ishita,2026-07-26,CloudWorks,Travel,15083.1,Manager A,Engineering,UPI,Delhi,False
TX000031,EMP002,Meera,2026-05-27,OfficeMart,Software,13547.98,Manager B,Finance,UPI,Delhi,False
TX000032,EMP003,Kabir,2026-01-25,OfficeMart,Travel,19261.0,Manager B,Finance,UPI,Varanasi,False
TX000033,EMP002,Meera,2026-06-14,TravelDesk,Office,18421.26,Manager B,Finance,Card,Delhi,False
TX000034,EMP001,Aarav,2026-07-15,CloudWorks,Travel,18411.27,Manager B,Finance,UPI,Bengaluru,False
TX000035,EMP004,Ishita,2026-03-10,TravelDesk,Office,22395.93,Manager A,Operations,Bank Transfer,Varanasi,False
TX000036,EMP004,Ishita,2026-08-23,CloudWorks,Office,23759.61,Manager B,Operations,UPI,Bengaluru,False
TX000037,EMP004,Ishita,2026-01-06,EquipHub,Office,24994.61,Manager A,Operations,Card,Varanasi,False
TX000038,EMP003,Kabir,2026-02-10,CloudWorks,Travel,24147.72,Manager B,Operations,Bank Transfer,Varanasi,False
TX000039,EMP005,Rohan,2026-04-23,EquipHub,Office,14626.46,Manager A,Engineering,Card,Bengaluru,False
TX000040,EMP004,Ishita,2026-01-15,EquipHub,Travel,14815.36,Manager A,Operations,UPI,Delhi,False
TX000041,EMP003,Kabir,2026-04-26,TechSupply,Office,29851.34,Manager A,Operations,UPI,Varanasi,False
TX000042,EMP003,Kabir,2026-05-16,TechSupply,Software,11608.77,Manager B,Finance,Card,Bengaluru,False
TX000043,EMP004,Ishita,2026-01-11,CloudWorks,Equipment,29819.19,Manager B,Finance,Card,Bengaluru,False
TX000044,EMP001,Aarav,2026-05-31,TravelDesk,Travel,27410.54,Manager A,Finance,Card,Delhi,False
TX000045,EMP004,Ishita,2026-03-05,TechSupply,Equipment,29910.95,Manager B,Operations,Card,Varanasi,False
TX000046,EMP004,Ishita,2026-04-19,EquipHub,Travel,21347.27,Manager B,Engineering,Card,Bengaluru,False
TX000047,EMP003,Kabir,2026-02-02,CloudWorks,Equipment,24219.28,Manager A,Finance,Bank Transfer,Mumbai,False
TX000048,EMP002,Meera,2026-04-03,TechSupply,Office,18030.09,Manager B,Engineering,Bank Transfer,Delhi,False
TX000049,EMP003,Kabir,2026-08-26,CloudWorks,Software,28128.57,Manager A,Finance,Card,Varanasi,False
TX000050,EMP001,Aarav,2026-04-18,TechSupply,Office,29107.56,Manager B,Operations,Card,Bengaluru,False
TX000051,EMP001,Aarav,2026-04-13,TravelDesk,Office,19900.56,Manager B,Engineering,Card,Mumbai,False
TX000052,EMP003,Kabir,2026-01-02,EquipHub,Office,23808.48,Manager B,Operations,Bank Transfer,Delhi,False
TX000053,EMP002,Meera,2026-04-24,TravelDesk,Travel,26235.24,Manager B,Engineering,Bank Transfer,Delhi,False
TX000054,EMP005,Rohan,2026-01-14,TravelDesk,Equipment,23084.71,Manager A,Finance,Card,Delhi,False
TX000055,EMP003,Kabir,2026-07-17,TechSupply,Office,244469.25549729055,Manager B,Operations,Card,Delhi,True
TX000056,EMP002,Meera,2026-03-31,TravelDesk,Software,10537.92,Manager B,Operations,Card,Mumbai,False
TX000057,EMP005,Rohan,2026-07-29,OfficeMart,Equipment,26575.03,Manager A,Finance,Card,Varanasi,False
TX000058,EMP001,Aarav,2026-07-22,TravelDesk,Travel,11313.0,Manager A,Finance,UPI,Bengaluru,False
TX000059,EMP005,Rohan,2026-02-10,OfficeMart,Software,30856.1,Manager A,Finance,UPI,Bengaluru,False
TX000060,EMP003,Kabir,2026-05-06,CloudWorks,Software,15845.42,Manager A,Finance,UPI,Bengaluru,False
TX000061,EMP001,Aarav,2026-03-15,OfficeMart,Office,12058.26,Manager B,Finance,Card,Delhi,False
TX000062,EMP005,Rohan,2026-07-26,CloudWorks,Software,23501.37,Manager B,Finance,Card,Delhi,False
TX000063,EMP005,Rohan,2026-07-23,TechSupply,Software,25287.37,Manager B,Operations,UPI,Bengaluru,False
TX000064,EMP002,Meera,2026-05-13,OfficeMart,Travel,13636.14,Manager A,Engineering,Bank Transfer,Delhi,False
TX000065,EMP001,Aarav,2026-08-23,TechSupply,Office,8709.13,Manager B,Engineering,UPI,Mumbai,False
TX000066,EMP003,Kabir,2026-05-09,EquipHub,Office,10149.92,Manager A,Finance,UPI,Bengaluru,False
TX000067,EMP001,Aarav,2026-02-14,CloudWorks,Travel,12828.91,Manager B,Engineering,UPI,Mumbai,False
TX000068,EMP002,Meera,2026-01-31,TechSupply,Software,18256.47,Manager B,Finance,Bank Transfer,Delhi,False
TX000069,EMP002,Meera,2026-06-12,OfficeMart,Travel,26540.09,Manager B,Engineering,Card,Delhi,False
TX000070,EMP002,Meera,2026-04-08,CloudWorks,Office,21129.43,Manager B,Operations,Card,Mumbai,False
TX000071,EMP002,Meera,2026-06-14,TravelDesk,Software,22925.32,Manager B,Operations,UPI,Varanasi,False
TX000072,EMP002,Meera,2026-03-01,OfficeMart,Equipment,26648.36,Manager A,Operations,Card,Varanasi,False
TX000073,EMP003,Kabir,2026-07-19,TechSupply,Travel,25472.44,Manager A,Finance,Card,Mumbai,False
TX000074,EMP003,Kabir,2026-05-06,EquipHub,Software,26916.94,Manager A,Finance,UPI,Delhi,False
TX000075,EMP005,Rohan,2026-01-28,CloudWorks,Travel,16949.0,Manager B,Engineering,UPI,Varanasi,False
TX000076,EMP002,Meera,2026-02-18,TechSupply,Equipment,8801.31,Manager A,Operations,Bank Transfer,Varanasi,False
TX000077,EMP004,Ishita,2026-07-20,EquipHub,Software,16461.47,Manager B,Engineering,UPI,Delhi,False
TX000078,EMP005,Rohan,2026-04-16,EquipHub,Office,13763.16,Manager A,Operations,Bank Transfer,Varanasi,False
TX000079,EMP003,Kabir,2026-02-07,EquipHub,Equipment,23307.22,Manager A,Engineering,Card,Bengaluru,False
TX000080,EMP001,Aarav,2026-04-03,CloudWorks,Software,24096.74,Manager A,Engineering,Bank Transfer,Delhi,False
TX000081,EMP001,Aarav,2026-05-08,EquipHub,Travel,23145.92,Manager B,Finance,Card,Bengaluru,False
TX000082,EMP002,Meera,2026-01-13,EquipHub,Equipment,30257.64,Manager A,Finance,Bank Transfer,Varanasi,False
TX000083,EMP005,Rohan,2026-02-02,TravelDesk,Software,22195.61,Manager A,Operations,Card,Varanasi,False
TX000084,EMP002,Meera,2026-07-05,OfficeMart,Equipment,20499.92,Manager A,Engineering,UPI,Mumbai,False
TX000085,EMP003,Kabir,2026-04-30,CloudWorks,Software,23358.18,Manager B,Engineering,Bank Transfer,Mumbai,False
TX000086,EMP004,Ishita,2026-01-14,EquipHub,Travel,16353.86,Manager A,Engineering,Bank Transfer,Varanasi,False
TX000087,EMP003,Kabir,2026-03-23,TravelDesk,Travel,19139.56,Manager B,Finance,UPI,Varanasi,False
TX000088,EMP005,Rohan,2026-04-07,CloudWorks,Travel,19140.55,Manager A,Engineering,UPI,Varanasi,False
TX000089,EMP002,Meera,2026-02-03,EquipHub,Office,17749.57,Manager B,Engineering,Card,Mumbai,False
TX000090,EMP002,Meera,2026-06-25,CloudWorks,Software,29279.86,Manager B,Finance,UPI,Delhi,False
TX000091,EMP001,Aarav,2026-07-26,TechSupply,Office,15300.37,Manager B,Engineering,UPI,Varanasi,False
TX000092,EMP003,Kabir,2026-05-24,OfficeMart,Travel,24473.4,Manager B,Operations,UPI,Delhi,False
TX000093,EMP002,Meera,2026-01-15,OfficeMart,Travel,11301.25,Manager B,Engineering,UPI,Delhi,False
TX000094,EMP002,Meera,2026-05-05,TechSupply,Equipment,19763.29,Manager A,Finance,Bank Transfer,Mumbai,False
TX000095,EMP005,Rohan,2026-01-22,TechSupply,Office,16949.62,Manager B,Engineering,Bank Transfer,Mumbai,False
TX000096,EMP001,Aarav,2026-07-16,OfficeMart,Software,15051.79,Manager A,Operations,Card,Varanasi,False
TX000097,EMP003,Kabir,2026-03-24,TravelDesk,Office,15493.6,Manager A,Operations,Bank Transfer,Varanasi,False
TX000098,EMP002,Meera,2026-04-17,OfficeMart,Equipment,19345.23,Manager A,Finance,UPI,Mumbai,False
TX000099,EMP001,Aarav,2026-07-26,CloudWorks,Equipment,18611.5,Manager B,Finance,UPI,Varanasi,False
TX000100,EMP002,Meera,2026-06-20,TechSupply,Office,17687.86,Manager B,Finance,UPI,Mumbai,False
TX000101,EMP002,Meera,2026-07-25,OfficeMart,Equipment,21789.82,Manager B,Operations,UPI,Bengaluru,False
TX000102,EMP005,Rohan,2026-01-08,OfficeMart,Office,16038.95,Manager B,Engineering,Bank Transfer,Delhi,False
TX000103,EMP002,Meera,2026-08-12,OfficeMart,Office,18696.04,Manager B,Finance,Bank Transfer,Varanasi,False
TX000104,EMP004,Ishita,2026-06-02,CloudWorks,Equipment,28810.76,Manager A,Engineering,Card,Bengaluru,False
TX000105,EMP004,Ishita,2026-08-09,CloudWorks,Equipment,24277.41,Manager A,Operations,Bank Transfer,Delhi,False
TX000106,EMP004,Ishita,2026-05-10,OfficeMart,Office,29121.33,Manager B,Engineering,UPI,Varanasi,False
TX000107,EMP005,Rohan,2026-02-07,OfficeMart,Travel,26783.89,Manager B,Finance,Card,Mumbai,False
TX000108,EMP002,Meera,2026-04-19,OfficeMart,Software,21567.48,Manager B,Finance,UPI,Mumbai,False
TX000109,EMP004,Ishita,2026-07-24,TechSupply,Office,21927.26,Manager B,Engineering,Card,Delhi,False
TX000110,EMP004,Ishita,2026-07-07,TechSupply,Office,30719.85,Manager A,Operations,UPI,Bengaluru,False
TX000111,EMP005,Rohan,2026-04-30,EquipHub,Software,20489.02,Manager A,Operations,Bank Transfer,Mumbai,False
TX000112,EMP005,Rohan,2026-03-16,TechSupply,Travel,28639.35,Manager B,Operations,Bank Transfer,Mumbai,False
TX000113,EMP002,Meera,2026-01-27,TravelDesk,Equipment,24742.11,Manager A,Finance,Bank Transfer,Delhi,False
TX000114,EMP001,Aarav,2026-02-15,TechSupply,Software,16677.87,Manager B,Engineering,Card,Mumbai,False
TX000115,EMP001,Aarav,2026-01-07,CloudWorks,Software,26810.11,Manager B,Engineering,Card,Varanasi,False
TX000116,EMP002,Meera,2026-03-23,CloudWorks,Travel,15864.77,Manager A,Operations,UPI,Mumbai,False
TX000117,EMP004,Ishita,2026-03-20,TechSupply,Equipment,26892.99,Manager B,Operations,UPI,Delhi,False
TX000118,EMP004,Ishita,2026-01-08,TravelDesk,Office,20241.45,Manager A,Finance,UPI,Mumbai,False
TX000119,EMP002,Meera,2026-02-11,TravelDesk,Travel,14934.22,Manager A,Operations,UPI,Delhi,False
