transaction_id,employee_id,employee_name,date,vendor,category,amount,manager_name,department,payment_method,location,synthetic_anomaly
TX000001,EMP005,Rohan,2026-05-18,TravelDesk,Equipment,16262.85,Manager B,Operations,Bank Transfer,Bengaluru,False
TX000002,EMP003,Kabir,2026-07-07,CloudWorks,Travel,23190.01,Manager A,Engineering,Bank Transfer,Bengaluru,False
TX000003,EMP003,Kabir,2026-05-31,OfficeMart,Travel,16391.42,Manager B,Engineering,Bank Transfer,Varanasi,False
TX000004,EMP003,Kabir,2026-04-23,EquipHub,Office,20382.54,Manager A,Finance,Card,Mumbai,False
TX000005,EMP003,Kabir,2026-06-18,TechSupply,Travel,14027.84,Manager B,Engineering,UPI,Delhi,False
TX000006,EMP001,Aarav,2026-02-06,OfficeMart,Office,9101.69,Manager A,Operations,UPI,Mumbai,False
TX000007,EMP001,Aarav,2026-06-20,TravelDesk,Travel,14928.61,Manager B,Operations,UPI,Delhi,False
TX000008,EMP001,Aarav,2026-01-09,TechSupply,Office,24585.5,Manager A,Finance,Card,Varanasi,False
TX000009,EMP005,Rohan,2026-03-28,EquipHub,Office,23156.9,Manager B,Finance,Bank Transfer,Varanasi,False
TX000010,EMP005,Rohan,2026-06-23,CloudWorks,Equipment,15087.44,Manager B,Finance,UPI,Delhi,False
TX000011,EMP005,Rohan,2026-03-31,CloudWorks,Software,28998.33,Manager A,Engineering,Bank Transfer,Varanasi,False
TX000012,EMP005,Rohan,2026-05-27,CloudWorks,Office,18191.29,Manager A,Engineering,Bank Transfer,Varanasi,False
TX000013,EMP003,Kabir,2026-01-24,TravelDesk,Travel,25249.09,Manager A,Finance,UPI,Varanasi,False
TX000014,EMP001,Aarav,2026-05-01,OfficeMart,Travel,23325.51,Manager A,Finance,UPI,Mumbai,False
TX000015,EMP004,Ishita,2026-02-26,OfficeMart,Software,25989.84,Manager B,Engineering,Card,Mumbai,False
TX000016,EMP005,Rohan,2026-07-09,OfficeMart,Travel,167564.47915758158,Manager B,Operations,Card,Varanasi,True
TX000017,EMP005,Rohan,2026-02-08,EquipHub,Equipment,26141.1,Manager B,Operations,Card,Bengaluru,False
TX000018,EMP002,Meera,2026-08-07,OfficeMart,Software,10289.06,Manager B,Engineering,Bank Transfer,Mumbai,False
TX000019,EMP004,Ishita,2026-02-20,EquipHub,Office,21068.77,Manager A,Engineering,Card,Delhi,False
TX000020,EMP002,Meera,2026-07-04,OfficeMart,Equipment,25858.56,Manager A,Operations,Card,Mumbai,False
TX000021,EMP001,Aarav,2026-08-10,CloudWorks,Office,35501.21,Manager A,Finance,Card,Delhi,False
TX000022,EMP001,Aarav,2026-04-25,TravelDesk,Office,25497.32,Manager B,Finance,UPI,Bengaluru,False
TX000023,EMP002,Meera,2026-05-17,CloudWorks,Software,19159.57,Manager A,Finance,Card,Bengaluru,False
TX000024,EMP005,Rohan,2026-02-18,CloudWorks,Software,14327.44,Manager B,Finance,Bank Transfer,Delhi,False
TX000025,EMP005,Rohan,2026-05-22,CloudWorks,Office,20739.44,Manager A,Operations,Bank Transfer,Mumbai,False
TX000026,EMP004,Ishita,2026-02-18,EquipHub,Software,17544.13,Manager A,Operations,UPI,Mumbai,False
TX000027,EMP005,Rohan,2026-07-17,TravelDesk,Equipment,26770.35,Manager B,Finance,Bank Transfer,Delhi,False
TX000028,EMP003,Kabir,2026-08-04,OfficeMart,Software,19500.8,Manager A,Operations,Bank Transfer,Bengaluru,False
TX000029,EMP003,Kabir,2026-04-05,OfficeMart,Software,28239.94,Manager A,Engineering,Card,Delhi,False
TX000030,EMP001,Aarav,2026-08-07,CloudWorks,Office,17657.01,Manager A,Engineering,UPI,Varanasi,False
TX000031,EMP005,Rohan,2026-05-27,EquipHub,Equipment,17861.01,Manager A,Operations,UPI,Mumbai,False
TX000032,EMP002,Meera,2026-05-30,EquipHub,Travel,25405.03,Manager B,Operations,Card,Bengaluru,False
TX000033,EMP003,Kabir,2026-04-10,EquipHub,Software,16360.59,Manager B,Operations,UPI,Delhi,False
TX000034,EMP004,Ishita,2026-04-11,EquipHub,Equipment,19628.53,Manager A,Finance,UPI,Varanasi,False
TX000035,EMP001,Aarav,2026-02-04,EquipHub,Software,18709.1,Manager A,Engineering,Card,Bengaluru,False
TX000036,EMP004,Ishita,2026-04-10,EquipHub,Software,14633.11,Manager B,Finance,Bank Transfer,Varanasi,False
TX000037,EMP005,Rohan,2026-03-17,EquipHub,Equipment,28901.09,Manager B,Finance,UPI,Bengaluru,False
TX000038,EMP003,Kabir,2026-08-13,OfficeMart,Travel,20942.53,Manager A,Operations,UPI,Mumbai,False
TX000039,EMP004,Ishita,2026-05-02,CloudWorks,Equipment,20776.92,Manager B,Operations,Bank Transfer,Mumbai,False
TX000040,EMP001,Aarav,2026-01-05,TravelDesk,Software,17917.88,Manager B,Finance,Card,Varanasi,False
TX000041,EMP004,Ishita,2026-02-27,OfficeMart,Office,23696.14,Manager B,Operations,UPI,Mumbai,False
TX000042,EMP002,Meera,2026-06-05,TravelDesk,Office,24740.02,Manager B,Finance,Bank Transfer,Bengaluru,False
TX000043,EMP002,Meera,2026-06-01,TravelDesk,Equipment,15450.0,Manager A,Operations,Card,Varanasi,False
TX000044,EMP003,Kabir,2026-08-07,TravelDesk,Travel,14326.78,Manager B,Engineering,Card,Varanasi,False
TX000045,EMP001,Aarav,2026-02-20,EquipHub,Travel,23702.24,Manager A,Operations,Bank Transfer,Bengaluru,False
TX000046,EMP004,Ishita,2026-07-26,TravelDesk,Software,27117.15,Manager B,Finance,Bank Transfer,Delhi,False
TX000047,EMP002,Meera,2026-04-20,TravelDesk,Equipment,18561.41,Manager A,Engineering,Card,Varanasi,False
TX000048,EMP002,Meera,2026-06-09,EquipHub,Software,17307.57,Manager A,Operations,Card,Mumbai,False
TX000049,EMP001,Aarav,2026-05-30,CloudWorks,Software,19896.87,Manager B,Engineering,Bank Transfer,Bengaluru,False
TX000050,EMP005,Rohan,2026-03-14,EquipHub,Office,13423.9,Manager B,Finance,Card,Mumbai,False
TX000051,EMP001,Aarav,2026-07-13,OfficeMart,Office,19723.61,Manager B,Engineering,UPI,Delhi,False
TX000052,EMP004,Ishita,2026-07-25,CloudWorks,Travel,221264.557980066,Manager A,Engineering,Card,Delhi,True
TX000053,EMP002,Meera,2026-02-26,EquipHub,Travel,15491.72,Manager B,Engineering,Bank Transfer,Mumbai,False
TX000054,EMP005,Rohan,2026-01-29,OfficeMart,Equipment,7119.36,Manager A,Finance,Bank Transfer,Delhi,False
TX000055,EMP004,Ishita,2026-01-01,CloudWorks,Office,22182.24,Manager A,Finance,UPI,Mumbai,False
TX000056,EMP005,Rohan,2026-04-25,TravelDesk,Office,12344.89,Manager B,Operations,Bank Transfer,Delhi,False
TX000057,EMP003,Kabir,2026-04-18,OfficeMart,Equipment,17111.3,Manager B,Finance,Card,Delhi,False
TX000058,EMP005,Rohan,2026-08-15,OfficeMart,Office,36055.15,Manager B,Finance,Bank Transfer,Varanasi,False
TX000059,EMP003,Kabir,2026-08-19,TravelDesk,Travel,34752.33,Manager B,Engineering,Bank Transfer,Bengaluru,False
TX000060,EMP004,Ishita,2026-07-15,TechSupply,Equipment,17912.39,Manager B,Operations,Card,Mumbai,False
TX000061,EMP005,Rohan,2026-05-13,OfficeMart,Software,19864.3,Manager A,Engineering,UPI,Bengaluru,False
TX000062,EMP001,Aarav,2026-04-07,OfficeMart,Office,19035.78,Manager B,Engineering,Bank Transfer,Delhi,False
TX000063,EMP001,Aarav,2026-03-14,OfficeMart,Software,19835.72,Manager B,Engineering,Card,Varanasi,False
TX000064,EMP003,Kabir,2026-06-21,TechSupply,Equipment,19344.69,Manager A,Finance,UPI,Bengaluru,False
TX000065,EMP002,Meera,2026-01-19,TechSupply,Office,23511.63,Manager A,Operations,Bank Transfer,Bengaluru,False
TX000066,EMP004,Ishita,2026-02-03,CloudWorks,Office,21563.89,Manager B,Finance,Card,Varanasi,False
TX000067,EMP003,Kabir,2026-03-20,OfficeMart,Travel,18275.23,Manager A,Finance,UPI,Delhi,False
TX000068,EMP004,Ishita,2026-07-20,CloudWorks,Equipment,15874.82,Manager A,Finance,Bank Transfer,Bengaluru,False
TX000069,EMP002,Meera,2026-05-03,OfficeMart,Software,28916.3,Manager B,Engineering,Card,Mumbai,False
TX000070,EMP004,Ishita,2026-04-11,TravelDesk,Software,21017.12,Manager B,Finance,Card,Bengaluru,False
TX000071,EMP003,Kabir,2026-05-09,TravelDesk,Equipment,13948.14,Manager A,Operations,Card,Mumbai,False
TX000072,EMP002,Meera,2026-02-20,OfficeMart,Travel,12321.72,Manager A,Operations,Card,Bengaluru,False
TX000073,EMP001,Aarav,2026-07-09,EquipHub,Equipment,15228.72,Manager B,Operations,Bank Transfer,Bengaluru,False
